codprov codmun    codmunotr nombre                                             
      29     29022     29022BENADALID                                          
      29     29023     29023BENAHAVIS                                          
      29     29024     29024BENALAURIA                                         
      29     29025     29025BENALMADENA                                        
      29     29026     29026BENAMARGOSA                                        
      29     29027     29027BENAMOCARRA                                        
      29     29028     29028BENAOJAN                                           
      29     29029     29029BENARRABA                                          
      29     29030     29030BORGE (EL)                                         
      29     29031     29031BURGO (EL)                                         
      29     29032     29032CAMPILLOS                                          
      29     29033     29033CANILLAS DE ACEITUNO                               
      29     29034     29034CANILLAS DE ALBAIDA                                
      29     29035     29035CAÑETE LA REAL                                     
      29     29036     29036CARRATRACA                                         
      29     29037     29037CARTAJIMA                                          
      29     29038     29038CARTAMA                                            
      29     29039     29039CASABERMEJA                                        
      29     29040     29040CASARABONELA                                       
      29     29041     29041CASARES                                            
      29     29042     29042COIN                                               
      29     29043     29043COLMENAR                                           
      29     29044     29044COMARES                                            
      29     29045     29045COMPETA                                            
      29     29046     29046CORTES DE LA FRONTERA                              
      29     29047     29047CUEVAS BAJAS                                       
      29     29048     29048CUEVAS DEL BECERRO                                 
      29     29049     29049CUEVAS DE SAN MARCOS                               
      29     29050     29050CUTAR                                              
      29     29051     29051ESTEPONA                                           
      29     29052     29052FARAJAN                                            
      29     29053     29053FRIGILIANA                                         
      29     29054     29054FUENGIROLA                                         
      29     29055     29055FUENTE DE PIEDRA                                   
      29     29056     29056GAUCIN                                             
      29     29057     29057GENALGUACIL                                        
      29     29058     29058GUARO                                              
      29     29059     29059HUMILLADERO                                        
      29     29060     29060IGUALEJA                                           
      29     29061     29061ISTAN                                              
      29     29062     29062IZNATE                                             
      29     29063     29063JIMERA DE LIBAR                                    
      29     29064     29064JUBRIQUE                                           
      29     29065     29065JUZCAR                                             
      29     29066     29066MACHARAVIAYA                                       
      29     29067     29900MALAGA                                             
      29     29068     29068MANILVA                                            
      29     29069     29069MARBELLA                                           
      29     29070     29070MIJAS                                              
      29     29071     29071MOCLINEJO                                          
      29     29072     29072MOLLINA                                            
      29     29073     29073MONDA                                              
      29     29074     29074MONTEJAQUE                                         
      29     29075     29075NERJA                                              
      29     29076     29076OJEN                                               
      29     29077     29077PARAUTA                                            
      29     29079     29079PERIANA                                            
      29     29080     29080PIZARRA                                            
      29     29081     29081PUJERRA                                            
      29     29082     29082RINCON DE LA VICTORIA                              
      29     29083     29083RIOGORDO                                           
      29     29084     29084RONDA                                              
      29     29085     29085SALARES                                            
      29     29086     29086SAYALONGA                                          
      29     29087     29087SEDELLA                                            
      29     29088     29088SIERRA DE YEGUAS                                   
      29     29089     29089TEBA                                               
      29     29090     29090TOLOX                                              
      29     29091     29091TORROX                                             
      29     29092     29092TOTALAN                                            
      29     29093     29093VALLE DE ABDALAJIS                                 
      29     29094     29094VELEZ-MALAGA                                       
      29     29095     29095VILLANUEVA DE ALGAIDAS                             
      29     29096     29096VILLANUEVA DEL ROSARIO                             
      29     29097     29097VILLANUEVA DEL TRABUCO                             
      29     29098     29098VILLANUEVA DE TAPIA                                
      29     29099     29099VIÑUELA                                            
      29     29100     29100YUNQUERA                                           
      29     29901     29103TORREMOLINOS                                       
      29     29902     29104VILLANUEVA DE LA CONCEPCION                        
      29     29903     29111MONTECORTO                                         
      29     29904     29112SERRATO                                            
      30     30001     30001ABANILLA                                           
      30     30002     30002ABARAN                                             
      30     30003     30003AGUILAS                                            
      30     30004     30004ALBUDEITE                                          
      30     30005     30005ALCANTARILLA                                       
      30     30006     30006ALEDO                                              
      30     30007     30007ALGUAZAS                                           
      30     30008     30008ALHAMA DE MURCIA                                   
      30     30009     30009ARCHENA                                            
      30     30010     30010BENIEL                                             
      30     30011     30011BLANCA                                             
      30     30012     30012BULLAS                                             
      30     30013     30013CALASPARRA                                         
      30     30014     30014CAMPOS DEL RIO                                     
      30     30015     30015CARAVACA DE LA CRUZ                                
      30     30016     51016CARTAGENA                                          
      30     30017     30017CEHEGIN                                            
      30     30018     30018CEUTI                                              
      30     30019     30019CIEZA                                              
      30     30020     30020FORTUNA                                            
      30     30021     51021FUENTE ALAMO DE MURCIA                             
      30     30022     30022JUMILLA                                            
      30     30023     30023LIBRILLA                                           
      30     30024     30024LORCA                                              
      30     30025     30025LORQUI                                             
      30     30026     51026MAZARRON                                           
      30     30027     30027MOLINA DE SEGURA                                   
      30     30028     30028MORATALLA                                          
      30     30029     30029MULA                                               
      30     30030     30900MURCIA                                             
      30     30031     30031OJOS                                               
      30     30032     30032PLIEGO                                             
      30     30033     30033PUERTO LUMBRERAS                                   
      30     30034     30034RICOTE                                             
      30     30035     30035SAN JAVIER                                         
      30     30036     30036SAN PEDRO DEL PINATAR                              
      30     30037     51037TORRE-PACHECO                                      
      30     30038     30038TORRES DE COTILLAS (LAS)                           
      30     30039     30039TOTANA                                             
      30     30040     30040ULEA                                               
      30     30041     51041UNION (LA)                                         
      30     30042     30042VILLANUEVA DEL RIO SEGURA                          
      30     30043     30043YECLA                                              
      30     30901     30044SANTOMERA                                          
      30     30902     51045ALCAZARES (LOS)                                    
      31     31001     31001ABAIGAR                                            
      31     31002     31002ABARZUZA/ABARTZUZA                                 
      31     31003     31003ABAURREGAINA/ABAURREA ALTA                         
      31     31004     31004ABAURREPEA/ABAURREA BAJA                           
      31     31005     31005ABERIN                                             
      31     31006     31006ABLITAS                                            
      31     31007     31007ADIOS                                              
      31     31008     31008AGUILAR DE CODES                                   
      31     31009     31009AIBAR/OIBAR                                        
      31     31010     31010ALTSASU/ALSASUA                                    
      31     31011     31011ALLIN/ALLIN                                        
      31     31012     31012ALLO                                               
      31     31013     31013AMESCOA BAJA                                       
      31     31014     31014ANCIN/ANTZIN                                       
      31     31015     31015ANDOSILLA                                          
      31     31016     31016ANSOAIN/ANTSOAIN                                   
      31     31017     31017ANUE                                               
      31     31018     31018AÑORBE                                             
      31     31019     31019AOIZ/AGOITZ                                        
      31     31020     31020ARAITZ                                             
      31     31021     31021ARANARACHE/ARANARATXE                              
      31     31022     31022ARANTZA                                            
      31     31023     31023ARANGUREN                                          
      31     31024     31024ARANO                                              
      31     31025     31025ARAKIL                                             
      31     31026     31026ARAS                                               
      31     31027     31027ARBIZU                                             
      31     31028     31028ARCE/ARTZI                                         
      31     31029     31029ARCOS (LOS)                                        
      31     31030     31030ARELLANO                                           
      31     31031     31031ARESO                                              
      31     31032     31032ARGUEDAS                                           
      31     31033     31033ARIA                                               
      31     31034     31034ARIBE                                              
      31     31035     31035ARMAÑANZAS                                         
      31     31036     31036ARRONIZ                                            
      31     31037     31037ARRUAZU                                            
      31     31038     31038ARTAJONA                                           
      31     31039     31039ARTAZU                                             
      31     31040     31040ATEZ/ATETZ                                         
      31     31041     31041AYEGUI/AIEGI                                       
      31     31042     31042AZAGRA                                             
      31     31043     31043AZUELO                                             
      31     31044     31044BAKAIKU                                            
      31     31045     31045BARASOAIN                                          
      31     31046     31046BARBARIN                                           
      31     31047     31047BARGOTA                                            
      31     31048     31048BARILLAS                                           
      31     31049     31049BASABURUA                                          
      31     31050     31050BAZTAN                                             
      31     31051     31051BEIRE                                              
      31     31052     31052BELASCOAIN                                         
      31     31053     31053BERBINZANA                                         
      31     31054     31054BERTIZARANA                                        
      31     31055     31055BETELU                                             
      31     31056     31056BIURRUN-OLCOZ                                      
      31     31057     31057BUÑUEL                                             
      31     31058     31058AURITZ/BURGUETE                                    
      31     31059     31059BURGUI/BURGI                                       
      31     31060     31266BURLADA/BURLATA                                    
      31     31061     31060BUSTO (EL)                                         
      31     31062     31061CABANILLAS                                         
      31     31063     31062CABREDO                                            
      31     31064     31063CADREITA                                           
      31     31065     31064CAPARROSO                                          
      31     31066     31065CARCAR                                             
      31     31067     31066CARCASTILLO                                        
      31     31068     31067CASCANTE                                           
      31     31069     31068CASEDA                                             
      31     31070     31069CASTEJON                                           
      31     31071     31070CASTILLONUEVO                                      
      31     31072     31071CINTRUENIGO                                        
      31     31073     31072ZIORDIA                                            
      31     31074     31073CIRAUQUI/ZIRAUKI                                   
      31     31075     31074CIRIZA/ZIRITZA                                     
      31     31076     31075CIZUR                                              
      31     31077     31076CORELLA                                            
      31     31078     31077CORTES                                             
      31     31079     31078DESOJO                                             
      31     31080     31079DICASTILLO                                         
      31     31081     31080DONAMARIA                                          
      31     31082     31081ETXALAR                                            
      31     31083     31082ECHARRI                                            
      31     31084     31083ETXARRI-ARANATZ                                    
      31     31085     31084ETXAURI                                            
      31     31086     31085EGUES                                              
      31     31087     31086ELGORRIAGA                                         
      31     31088     31087NOAIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR)          
      31     31089     31088ENERIZ/ENERITZ                                     
      31     31090     31089ERATSUN                                            
      31     31091     31090ERGOIENA                                           
      31     31092     31091ERRO                                               
      31     31093     31092EZCAROZ/EZKAROZE                                   
      31     31094     31093ESLAVA                                             
      31     31095     31094ESPARZA DE SALAZAR/ESPARTZA ZARAITZU               
      31     31096     31095ESPRONCEDA                                         
      31     31097     31096ESTELLA-LIZARRA                                    
      31     31098     31097ESTERIBAR                                          
      31     31099     31098ETAYO                                              
      31     31100     31099EULATE                                             
      31     31101     31100EZCABARTE                                          
      31     31102     31101EZKURRA                                            
      31     31103     31102EZPROGUI                                           
      31     31104     31103FALCES                                             
      31     31105     31104FITERO                                             
      31     31106     31105FONTELLAS                                          
      31     31107     31106FUNES                                              
      31     31108     31107FUSTIÑANA                                          
      31     31109     31108GALAR                                              
      31     31110     31109GALLIPIENZO/GALIPENTZU                             
      31     31111     31110GALLUES/GALOZE                                     
      31     31112     31111GARAIOA                                            
      31     31113     31112GARDE                                              
      31     31114     31113GARINOAIN                                          
      31     31115     31114GARRALDA                                           
      31     31116     31115GENEVILLA                                          
      31     31117     31116GOIZUETA                                           
      31     31118     31117GOÑI                                               
      31     31119     31118GUESA/GORZA                                        
      31     31120     31119GUESALAZ/GESALATZ                                  
      31     31121     31120GUIRGUILLANO                                       
      31     31122     31121HUARTE/UHARTE                                      
      31     31123     31122UHARTE-ARAKIL                                      
      31     31124     31123IBARGOITI                                          
      31     31125     31124IGUZQUIZA                                          
      31     31126     31125IMOTZ                                              
      31     31127     31126IRAÑETA                                            
      31     31128     31127ISABA/IZABA                                        
      31     31129     31128ITUREN                                             
      31     31130     31129ITURMENDI                                          
      31     31131     31130IZA/ITZA                                           
      31     31132     31131IZAGAONDOA                                         
      31     31133     31132IZALZU/ITZALTZU                                    
      31     31134     31133JAURRIETA                                          
      31     31135     31134JAVIER                                             
      31     31136     31135JUSLAPEÑA                                          
      31     31137     31136BEINTZA-LABAIEN                                    
      31     31138     31137LAKUNTZA                                           
      31     31139     31138LANA                                               
      31     31140     31139LANTZ                                              
      31     31141     31140LAPOBLACION                                        
      31     31142     31141LARRAGA                                            
      31     31143     31142LARRAONA                                           
      31     31144     31143LARRAUN                                            
      31     31145     31144LAZAGURRIA                                         
      31     31146     31145LEACHE/LEATXE                                      
      31     31147     31146LEGARDA                                            
      31     31148     31147LEGARIA                                            
      31     31149     31148LEITZA                                             
      31     31150     31149LEOZ/LEOTZ                                         
      31     31151     31150LERGA                                              
      31     31152     31151LERIN                                              
      31     31153     31152LESAKA                                             
      31     31154     31153LEZAUN                                             
      31     31155     31154LIEDENA                                            
      31     31156     31155LIZOAIN-ARRIASGOITI                                
      31     31157     31156LODOSA                                             
      31     31158     31157LONGUIDA/LONGIDA                                   
      31     31159     31158LUMBIER                                            
      31     31160     31159LUQUIN                                             
      31     31161     31160MAÑERU                                             
      31     31162     31161MARAÑON                                            
      31     31163     31162MARCILLA                                           
      31     31164     31164MELIDA                                             
      31     31165     31165MENDAVIA                                           
      31     31166     31166MENDAZA                                            
      31     31167     31167MENDIGORRIA                                        
      31     31168     31168METAUTEN                                           
      31     31169     31169MILAGRO                                            
      31     31170     31170MIRAFUENTES                                        
      31     31171     31171MIRANDA DE ARGA                                    
      31     31172     31172MONREAL/ELO                                        
      31     31173     31173MONTEAGUDO                                         
      31     31174     31174MORENTIN                                           
      31     31175     31175MUES                                               
      31     31176     31176MURCHANTE                                          
      31     31177     31177MURIETA                                            
      31     31178     31178MURILLO EL CUENDE                                  
      31     31179     31179MURILLO EL FRUTO                                   
      31     31180     31180MURUZABAL                                          
      31     31181     31181NAVASCUES/NABASKOZE                                
      31     31182     31182NAZAR                                              
      31     31183     31183OBANOS                                             
      31     31184     31184OCO                                                
      31     31185     31185OCHAGAVIA/OTSAGABIA                                
      31     31186     31186ODIETA                                             
      31     31187     31187OITZ                                               
      31     31188     31188OLAIBAR                                            
      31     31189     31189OLAZTI/OLAZAGUTIA                                  
      31     31190     31190OLEJUA                                             
      31     31191     31191OLITE/ERRIBERRI                                    
      31     31192     31192OLORIZ/OLORITZ                                     
      31     31193     31193CENDEA DE OLZA/OLTZA ZENDEA                        
      31     31194     31194OLLO                                               
      31     31195     31195ORBAIZETA                                          
      31     31196     31196ORBARA                                             
      31     31197     31197ORISOAIN                                           
      31     31198     31198ORONZ/ORONTZE                                      
      31     31199     31199OROZ-BETELU/OROTZ-BETELU                           
      31     31200     31200OTEIZA                                             
      31     31201     31900PAMPLONA/IRUÑA                                     
      31     31202     31202PERALTA/AZKOIEN                                    
      31     31203     31203PETILLA DE ARAGON                                  
      31     31204     31204PIEDRAMILLERA                                      
      31     31205     31205PITILLAS                                           
      31     31206     31206PUENTE LA REINA/GARES                              
      31     31207     31207PUEYO                                              
      31     31208     31208RIBAFORADA                                         
      31     31209     31209ROMANZADO                                          
      31     31210     31210RONCAL/ERRONKARI                                   
      31     31211     31211ORREAGA/RONCESVALLES                               
      31     31212     31212SADA                                               
      31     31213     31213SALDIAS                                            
      31     31214     31214SALINAS DE ORO/JAITZ                               
      31     31215     31215SAN ADRIAN                                         
      31     31216     31216SANGUESA/ZANGOZA                                   
      31     31217     31217SAN MARTIN DE UNX                                  
      31     31219     31219SANSOL                                             
      31     31220     31220SANTACARA                                          
      31     31221     31221DONEZTEBE/SANTESTEBAN                              
      31     31222     31222SARRIES/SARTZE                                     
      31     31223     31223SARTAGUDA                                          
      31     31224     31224SESMA                                              
      31     31225     31225SORLADA                                            
      31     31226     31226SUNBILLA                                           
      31     31227     31227TAFALLA                                            
      31     31228     31228TIEBAS-MURUARTE DE RETA                            
      31     31229     31229TIRAPU                                             
      31     31230     31230TORRALBA DEL RIO                                   
      31     31231     31231TORRES DEL RIO                                     
      31     31232     31232TUDELA                                             
      31     31233     31233TULEBRAS                                           
      31     31234     31234UCAR                                               
      31     31235     31235UJUE                                               
      31     31236     31236ULTZAMA                                            
      31     31237     31237UNCITI                                             
      31     31238     31238UNZUE/UNTZUE                                       
      31     31239     31239URDAZUBI/URDAX                                     
      31     31240     31240URDIAIN                                            
      31     31241     31241URRAUL ALTO                                        
      31     31242     31242URRAUL BAJO                                        
      31     31243     31243URROZ-VILLA                                        
      31     31244     31244URROTZ                                             
      31     31245     31245URZAINQUI/URZAINKI                                 
      31     31246     31246UTERGA                                             
      31     31247     31247UZTARROZ/UZTARROZE                                 
      31     31248     31248LUZAIDE/VALCARLOS                                  
      31     31249     31249VALTIERRA                                          
      31     31250     31250BERA                                               
      31     31251     31251VIANA                                              
      31     31252     31252VIDANGOZ/BIDANKOZE                                 
      31     31253     31253BIDAURRETA                                         
      31     31254     31254VILLAFRANCA                                        
      31     31255     31255VILLAMAYOR DE MONJARDIN                            
      31     31256     31256HIRIBERRI/VILLANUEVA DE AEZKOA                     
      31     31257     31257VILLATUERTA                                        
      31     31258     31258VILLAVA/ATARRABIA                                  
      31     31259     31259IGANTZI                                            
      31     31260     31260VALLE DE YERRI/DEIERRI                             
      31     31261     31261YESA                                               
      31     31262     31262ZABALZA/ZABALTZA                                   
      31     31263     31263ZUBIETA                                            
      31     31264     31264ZUGARRAMURDI                                       
      31     31265     31265ZUÑIGA                                             
      31     31901     31267BARAÑAIN                                           
      31     31902     31268BERRIOPLANO/BERRIOBEITI                            
      31     31903     31269BERRIOZAR                                          
      31     31904     31270IRURTZUN                                           
      31     31905     31271BERIAIN                                            
      31     31906     31272ORKOIEN                                            
      31     31907     31273ZIZUR MAYOR/ZIZUR NAGUSIA                          
      31     31908     31274LEKUNBERRI                                         
      32     32001     32002ALLARIZ                                            
      32     32002     32003AMOEIRO                                            
      32     32003     32004ARNOIA (A)                                         
      32     32004     32005AVION                                              
      32     32005     32006BALTAR                                             
      32     32006     32007BANDE                                              
      32     32007     32008BAÑOS DE MOLGAS                                    
      32     32008     32009BARBADAS                                           
      32     32009     32010BARCO DE VALDEORRAS (O)                            
      32     32010     32011BEADE                                              
      32     32011     32012BEARIZ                                             
      32     32012     32013BLANCOS (OS)                                       
      32     32013     32014BOBORAS                                            
      32     32014     32015BOLA (A)                                           
      32     32015     32016BOLO (O)                                           
      32     32016     32017CALVOS DE RANDIN                                   
      32     32017     32018CARBALLEDA DE VALDEORRAS                           
      32     32018     32019CARBALLEDA DE AVIA                                 
      32     32019     32020CARBALLIÑO (O)                                     
      32     32020     32021CARTELLE                                           
      32     32021     32022CASTRELO DO VAL                                    
      32     32022     32023CASTRELO DE MIÑO                                   
      32     32023     32024CASTRO CALDELAS                                    
      32     32024     32025CELANOVA                                           
      32     32025     32026CENLLE                                             
      32     32026     32027COLES                                              
      32     32027     32028CORTEGADA                                          
      32     32028     32029CUALEDRO                                           
      32     32029     32030CHANDREXA DE QUEIXA                                
      32     32030     32031ENTRIMO                                            
      32     32031     32032ESGOS                                              
      32     32032     32033XINZO DE LIMIA                                     
      32     32033     32034GOMESENDE                                          
      32     32034     32035GUDIÑA (A)                                         
      32     32035     32036IRIXO (O)                                          
      32     32036     32037XUNQUEIRA DE AMBIA                                 
      32     32037     32038XUNQUEIRA DE ESPADANEDO                            
      32     32038     32039LAROUCO                                            
      32     32039     32040LAZA                                               
      32     32040     32041LEIRO                                              
      32     32041     32042LOBEIRA                                            
      32     32042     32043LOBIOS                                             
      32     32043     32044MACEDA                                             
      32     32044     32045MANZANEDA                                          
      32     32045     32046MASIDE                                             
      32     32046     32047MELON                                              
      32     32047     32048MERCA (A)                                          
      32     32048     32049MEZQUITA (A)                                       
      32     32049     32050MONTEDERRAMO                                       
      32     32050     32051MONTERREI                                          
      32     32051     32052MUIÑOS                                             
      32     32052     32053NOGUEIRA DE RAMUIN                                 
      32     32053     32054OIMBRA                                             
      32     32054     32900OURENSE                                            
      32     32055     32056PADERNE DE ALLARIZ                                 
      32     32056     32057PADRENDA                                           
      32     32057     32058PARADA DE SIL                                      
      32     32058     32059PEREIRO DE AGUIAR (O)                              
      32     32059     32060PEROXA (A)                                         
      32     32060     32061PETIN                                              
      32     32061     32062PIÑOR                                              
      32     32062     32063PORQUEIRA                                          
      32     32063     32064POBRA DE TRIVES (A)                                
      32     32064     32065PONTEDEVA                                          
      32     32065     32066PUNXIN                                             
      32     32066     32067QUINTELA DE LEIRADO                                
      32     32067     32068RAIRIZ DE VEIGA                                    
      32     32068     32069RAMIRAS                                            
      32     32069     32070RIBADAVIA                                          
      32     32070     32071SAN XOAN DE RIO                                    
      32     32071     32072RIOS                                               
      32     32072     32073RUA (A)                                            
      32     32073     32074RUBIA                                              
      32     32074     32075SAN AMARO                                          
      32     32075     32076SAN CIBRAO DAS VIÑAS                               
      32     32076     32077SAN CRISTOVO DE CEA                                
      32     32077     32078SANDIAS                                            
      32     32078     32079SARREAUS                                           
      32     32079     32080TABOADELA                                          
      32     32080     32081TEIXEIRA (A)                                       
      32     32081     32082TOEN                                               
      32     32082     32083TRASMIRAS                                          
      32     32083     32084VEIGA (A)                                          
      32     32084     32085VEREA                                              
      32     32085     32086VERIN                                              
      32     32086     32087VIANA DO BOLO                                      
      32     32087     32088VILAMARIN                                          
      32     32088     32089VILAMARTIN DE VALDEORRAS                           
      32     32089     32090VILAR DE BARRIO                                    
      32     32090     32091VILAR DE SANTOS                                    
      32     32091     32092VILARDEVOS                                         
      32     32092     32093VILARIÑO DE CONSO                                  
      33     33001     33001ALLANDE                                            
      33     33002     33002ALLER                                              
      33     33003     52003AMIEVA                                             
      33     33004     33004AVILES                                             
      33     33005     33005BELMONTE DE MIRANDA                                
      33     33006     33006BIMENES                                            
      33     33007     33007BOAL                                               
      33     33008     52008CABRALES                                           
      33     33009     52009CABRANES                                           
      33     33010     33010CANDAMO                                            
      33     33011     33011CANGAS DEL NARCEA                                  
      33     33012     52012CANGAS DE ONIS                                     
      33     33013     52013CARAVIA                                            
      33     33014     52014CARREÑO                                            
      33     33015     33015CASO                                               
      33     33016     33016CASTRILLON                                         
      33     33017     33017CASTROPOL                                          
      33     33018     33018COAÑA                                              
      33     33019     52019COLUNGA                                            
      33     33020     33020CORVERA DE ASTURIAS                                
      33     33021     33021CUDILLERO                                          
      33     33022     33022DEGAÑA                                             
      33     33023     33023FRANCO (EL)                                        
      33     33024     52024GIJON                                              
      33     33025     33025GOZON                                              
      33     33026     33026GRADO                                              
      33     33027     33027GRANDAS DE SALIME                                  
      33     33028     33028IBIAS                                              
      33     33029     33029ILLANO                                             
      33     33030     33030ILLAS                                              
      33     33031     33031LANGREO                                            
      33     33032     33032LAVIANA                                            
      33     33033     33033LENA                                               
      33     33034     33034VALDES                                             
      33     33035     33035LLANERA                                            
      33     33036     52036LLANES                                             
      33     33037     33037MIERES                                             
      33     33038     33038MORCIN                                             
      33     33039     33039MUROS DE NALON                                     
      33     33040     33040NAVA                                               
      33     33041     33041NAVIA                                              
      33     33042     33042NOREÑA                                             
      33     33043     52043ONIS                                               
      33     33044     33900OVIEDO                                             
      33     33045     52045PARRES                                             
      33     33046     52046PEÑAMELLERA ALTA                                   
      33     33047     52047PEÑAMELLERA BAJA                                   
      33     33048     33048PESOZ                                              
      33     33049     52049PILOÑA                                             
      33     33050     52050PONGA                                              
      33     33051     33051PRAVIA                                             
      33     33052     33052PROAZA                                             
      33     33053     33053QUIROS                                             
      33     33054     33054REGUERAS (LAS)                                     
      33     33055     52055RIBADEDEVA                                         
      33     33056     52056RIBADESELLA                                        
      33     33057     33057RIBERA DE ARRIBA                                   
      33     33058     33058RIOSA                                              
      33     33059     33059SALAS                                              
      33     33060     33060SAN MARTIN DEL REY AURELIO                         
      33     33061     33061SAN MARTIN DE OSCOS                                
      33     33062     33062SANTA EULALIA DE OSCOS                             
      33     33063     33063SAN TIRSO DE ABRES                                 
      33     33064     33064SANTO ADRIANO                                      
      33     33065     33065SARIEGO                                            
      33     33066     33066SIERO                                              
      33     33067     33067SOBRESCOBIO                                        
      33     33068     33068SOMIEDO                                            
      33     33069     33069SOTO DEL BARCO                                     
      33     33070     33070TAPIA DE CASARIEGO                                 
      33     33071     33071TARAMUNDI                                          
      33     33072     33072TEVERGA                                            
